./input/Dataset_preproc/04_iscas89_s820.bench.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,312,1046,-1,-1,-1,0.010349032934755087,-1,-1,-1
1,301,0,312,1043,-1,-1,-1,1.817074152175337,1.7185567393295565e+27,-1,-1.7185567393295565e+27
2,263,1,312,1039,-1,-1,-1,3.3828976303339005,1.718556739328772e+27,-1,-1.718556739328772e+27
3,119,0,312,1035,-1,-1,-1,4.775167549028993,1.7185567393186563e+27,-1,-1.7185567393186563e+27
4,285,0,312,1031,-1,-1,-1,7.867543579079211,1.7185567393147266e+27,-1,-1.7185567393147266e+27
5,284,1,312,1027,-1,-1,-1,7.8692938280291855,233148.73847118064,-1,233148.73847118064
6,235,1,312,1023,-1,-1,-1,10.701361081097275,1.7185567392860876e+27,-1,-1.7185567392860876e+27
7,224,1,312,1020,-1,-1,-1,13.341484505217522,1.718556738800884e+27,-1,-1.718556738800884e+27
8,148,0,312,1017,-1,-1,-1,15.80481661297381,1.71855673764959e+27,-1,-1.71855673764959e+27
9,175,1,312,1014,-1,-1,-1,18.02065782621503,1.7185567225989077e+27,-1,-1.7185567225989077e+27
10,75,0,312,1012,-1,-1,-1,20.10094062425196,1.7185567038506113e+27,-1,-1.7185567038506113e+27
11,141,0,312,1008,-1,-1,-1,22.162841686978936,1.718556675229942e+27,-1,-1.718556675229942e+27
12,256,1,312,1004,-1,-1,-1,23.956090092193335,1.7185564229526866e+27,-1,-1.7185564229526866e+27
13,293,0,312,1002,-1,-1,-1,23.957771190907806,193212.69960791562,-1,193212.69960791562
14,189,1,312,999,-1,-1,-1,25.504962489008904,1.7185527950639377e+27,-1,-1.7185527950639377e+27
15,243,1,312,996,-1,-1,-1,27.03458663634956,1.7185489868023395e+27,-1,-1.7185489868023395e+27
16,66,0,312,993,-1,-1,-1,28.110954387113452,1.7185482131902842e+27,-1,-1.7185482131902842e+27
17,287,1,312,991,-1,-1,-1,29.065233970992267,1.718406531044236e+27,-1,-1.718406531044236e+27
18,31,0,312,978,-1,-1,-1,29.764003176242113,1.718162175349266e+27,-1,-1.718162175349266e+27
19,98,0,312,975,-1,-1,-1,29.765776615124196,180337.11218215304,-1,180337.11218215304
20,32,1,312,961,-1,-1,-1,29.767319401260465,130110.35180385849,-1,130110.35180385849
21,168,1,312,959,-1,-1,-1,29.768914526328444,278272.9738726168,-1,278272.9738726168
22,211,1,312,956,-1,-1,-1,29.77040064195171,237689.7905533772,-1,237689.7905533772
23,171,1,312,954,-1,-1,-1,29.77189964009449,225493.19663787552,-1,225493.19663787552
24,201,0,312,950,-1,-1,-1,29.773387080058455,137209.22226344823,-1,137209.22226344823
25,208,0,312,949,-1,-1,-1,29.774892800021917,90049.77756812559,-1,90049.77756812559
26,74,0,312,947,-1,-1,-1,29.776390690356493,82975.09254301357,-1,82975.09254301357
27,176,1,312,944,-1,-1,-1,29.77794642932713,38589.35925281401,-1,38589.35925281401
28,267,1,312,941,-1,-1,-1,29.93023824132979,31633.759831635245,-1,31633.759831635245
29,88,0,312,938,-1,-1,-1,30.422519997227937,1.717304996667623e+27,-1,-1.717304996667623e+27
failed with wmc 0.0
30,7,1,312,938,-1,-1,-1,30.786268956959248,0.0,-1,-0.0
