./input/Dataset_preproc/10_comm_p01_p_t10.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,1331,4318,-1,-1,-1,0.02410518517717719,-1,-1,-1
./input/Dataset_preproc/10_comm_p01_p_t7.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,944,3016,-1,-1,-1,0.017636260949075222,-1,-1,-1
208,849,0,944,2274,-1,-1,-1,1877.721523377113,-1,-1,-2.459184409705683e+123
./input/Dataset_preproc/10_comm_p01_p_t8.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,1073,3450,-1,-1,-1,0.029661569045856595,-1,-1,-1
236,1040,0,1073,2590,-1,-1,-1,2454.3534348991234,-1,-1,-5.932558844433685e+141
./input/Dataset_preproc/10_comm_p01_p_t9.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,1202,3884,-1,-1,-1,0.021102799102663994,-1,-1,-1
./input/Dataset_preproc/10_comm_p02_p_t10.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,2253,7701,-1,-1,-1,0.03827979392372072,-1,-1,-1
./input/Dataset_preproc/10_comm_p02_p_t4.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,939,3057,-1,-1,-1,0.018165895016863942,-1,-1,-1
207,911,0,939,2279,-1,-1,-1,1205.9828303458635,-1,-1,-1.046760392281018e+126
./input/Dataset_preproc/10_comm_p02_p_t5.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,1158,3831,-1,-1,-1,0.020587949082255363,-1,-1,-1
./input/Dataset_preproc/10_comm_p02_p_t6.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
