./input/Dataset_preproc/11_emptyroom_d12_g6_p_t10.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,1184,4154,-1,-1,-1,0.018585127079859376,-1,-1,-1
96,327,0,1184,3821,-1,-1,-1,59.06894779903814,-1,-1,188281.0558217664
./input/Dataset_preproc/11_emptyroom_d12_g6_p_t3.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,372,1340,-1,-1,-1,0.007142693968489766,-1,-1,-1
31,172,0,372,1263,-1,-1,-1,47.71020053094253,-1,-1,-1.1013443249288267e+33
./input/Dataset_preproc/11_emptyroom_d12_g6_p_t4.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,488,1742,-1,-1,-1,0.014365719864144921,-1,-1,-1
40,176,0,488,1592,-1,-1,-1,23.04502765997313,-1,-1,-1.1688073984711887e+46
./input/Dataset_preproc/11_emptyroom_d12_g6_p_t5.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,604,2144,-1,-1,-1,0.010854958090931177,-1,-1,-1
49,415,0,604,1933,-1,-1,-1,3.0574511559680104,-1,-1,189337.54749572193
./input/Dataset_preproc/11_emptyroom_d12_g6_p_t6.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,720,2546,-1,-1,-1,0.01281592296436429,-1,-1,-1
59,88,0,720,2274,-1,-1,-1,5.5806096899323165,-1,-1,286922.56086028786
./input/Dataset_preproc/11_emptyroom_d12_g6_p_t7.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,836,2948,-1,-1,-1,0.014004323165863752,-1,-1,-1
68,486,0,836,2655,-1,-1,-1,7.633091444149613,-1,-1,211707.91633375315
./input/Dataset_preproc/11_emptyroom_d12_g6_p_t8.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,952,3350,-1,-1,-1,0.021288561169058084,-1,-1,-1
77,285,0,952,3132,-1,-1,-1,501.89562933007255,-1,-1,-2.968321245956172e+63
./input/Dataset_preproc/11_emptyroom_d12_g6_p_t9.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,1068,3752,-1,-1,-1,0.017733735963702202,-1,-1,-1
86,1039,1,1068,3417,-1,-1,-1,16.31419638893567,-1,-1,-1.7643668987374328e+81
./input/Dataset_preproc/11_emptyroom_d16_g8_p_t10.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,1592,5702,-1,-1,-1,0.02522561000660062,-1,-1,-1
128,1113,0,1592,5165,-1,-1,-1,58.66824460611679,-1,-1,249482.29194273736
./input/Dataset_preproc/11_emptyroom_d16_g8_p_t3.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
